name,brand,company,vintage,drink_type,wine_type,varietal_label,alcohol,bottle_size,case_production,country,state,appellation,designation,retail,rating,reviewer,review,date_of_review,date_received,pub_date_web,slug
Chloe 2017 Pinot Noir (Monterey County),Chloe,The Wine Group,2017,wine,Red,Pinot Noir,0.1390,750 ml,0,USA,California,Monterey County,,18,86,M.K.,"Dark-red-fruit and boysenberry aromas meet with wet gravel on the nose of this bottling. The palate is tart with dark-red fruit, and there's a hint of damp earth as well.",2020-04-02,2020-04-14,2020-09-01,chloe-2017-pinot-noir-monterey-county-pinot-noir
Chateau St. Jean 2017 Pinot Noir (California),Chateau St. Jean,Chateau St. Jean,2017,wine,Red,Pinot Noir,0.1380,750 ml,39529,USA,California,California,,13,88,J.G.,"This attractive and well-made wine offers a nice combination of red cherry and light fresh herb flavors that are accented by hints of wood smoke. It's a medium-bodied, palate-cleansing and easy-to-enjoy wine.",2019-10-04,2019-09-06,2020-09-01,chateau-st-jean-2017-pinot-noir-california
Chasing Lions 2017 Pinot Noir (California),Chasing Lions,Maritime Wine Trading Collective,2017,wine,Red,Pinot Noir,0.1350,750 ml,4000,USA,California,California,,13,84,J.G.,"Leafy aromas lead to rich, almost-sweet and aggressively spicy flavors that stand out like additions. It's essentially a simple, soft wine dressed with spices.",2019-10-21,2019-09-25,2020-03-01,chasing-lions-2017-pinot-noir-california
Charles Krug 2017 Pinot Noir (Napa Valley),Charles Krug,Charles Krug Winery,2017,wine,Red,Pinot Noir,0.1370,750 ml,2663,USA,California,Napa Valley,,28,85,V.B.,"An intensity of tannin and sweetness of oak power this wine, which is unabashedly fruity in blueberry and dark cherry. Caramel, cola and vanilla ride along on the finish.",2019-11-01,2019-07-25,2020-03-01,charles-krug-2017-pinot-noir-napa-valley
Chamisal 2017 Califa Pinot Noir (Edna Valley),Chamisal,Chamisal Vineyards,2017,wine,Red,Pinot Noir,0.1390,750 ml,705,USA,California,Edna Valley,Califa,60,95,M.K.,"This is an attention-grabbing wine, clicking most of the Pinot Noir boxes, from dark fruit and exotic spice to earth and game. Aromas of roasted meats mix with Luxardo cherry and star anise on the nose. The rich palate begins with black-cherry foam and cardamom cream before the lavish tannins and underlying acidity round out the finish.",2019-10-01,2019-10-11,2020-09-01,chamisal-2017-califa-pinot-noir-edna-valley
Challen 2017 Zotovich Vineyard Pinot Noir (Sta. Rita Hills),Challen,Challen Winery,2017,wine,Red,Pinot Noir,0.1450,750 ml,50,USA,California,Sta. Rita Hills,Zotovich Vineyard,60,90,M.K.,"There's a tart boysenberry start to the nose of this bottling, which also offers root beer spice and a pinch of sagebrush. Black-plum and baking-spice flavors converge on the palate, where wild herbs also pop on the finish.",2020-03-14,2020-03-24,2020-08-01,challen-2017-zotovich-vineyard-pinot-noir-sta-rita-hills
Challen 2017 Bentrock Vineyard Pinot Noir (Sta. Rita Hills),Challen,Challen Winery,2017,wine,Red,Pinot Noir,0.1390,750 ml,50,USA,California,Sta. Rita Hills,Bentrock Vineyard,65,88,M.K.,"Tangy red-plum skins meet with savory peppercorn and dried thyme aromas on the nose of this bottling. The palate is also very tangy with tart red fruits, enhanced by a clove spice.",2020-03-12,2020-03-24,2020-08-01,challen-2017-bentrock-vineyard-pinot-noir-sta-rita-hills-pinot-noir
Challen 2017 La Encantada Vineyard Pinot Noir (Sta. Rita Hills),Challen,Challen Winery,2017,wine,Red,Pinot Noir,0.1410,750 ml,50,USA,California,Sta. Rita Hills,La Encantada Vineyard,60,90,M.K.,"Fresh hibiscus, crushed cranberry and cinnamon spice show on this bottling, which is quite light in the glass. It's light and brisk on the palate, with tart cranberry and raspberry flavors that are dusted by pepper and thyme.",2020-03-06,2020-03-12,2020-07-01,challen-2017-la-encantada-vineyard-pinot-noir-sta-rita-hills
Challen 2017 Dierberg Vineyard Pinot Noir (Santa Maria Valley),Challen,Challen Winery,2017,wine,Red,Pinot Noir,0.1420,750 ml,50,USA,California,Santa Maria Valley,Dierberg Vineyard,60,93,M.K.,"Brilliant aromas of red cherry, mossy forest floor and crushed slate are deliciously bright yet also complex on the nose of this single-vineyard expression. There's a pop of fresh strawberry fruit to start the sip, followed by waves of toasted sage, sesame seed and wild thyme, with acid that pokes out on the finish.",2020-03-05,2020-03-12,2020-07-01,challen-2017-dierberg-vineyard-pinot-noir-santa-maria-valley
Challen 2017 Tondre H Block Pinot Noir (Santa Lucia Highlands),Challen,Challen Winery,2017,wine,Red,Pinot Noir,0.1450,750 ml,100,USA,California,Santa Lucia Highlands,Tondre H Block,60,91,M.K.,"Savory lines of soy decorate the dried rose-petal and earthy dried mulberry aromas on the nose of this bottling. The palate is quite complex, combining roasted plums, cranberry sauce, orange rind, nutmeg and warm pastry flavors.",2020-03-01,2020-03-06,2020-07-01,challen-2017-tondre-h-block-pinot-noir-santa-lucia-highlands
Challen 2017 Peake Ranch Calera Clone Pinot Noir (Sta. Rita Hills),Challen,Challen Winery,2017,wine,Red,Pinot Noir,0.1420,750 ml,50,USA,California,Sta. Rita Hills,Peake Ranch Calera Clone,60,90,M.K.,Dark roasted cherry and baked plum aromas are spiced up by seasoning salts and smoked meat scents on the nose of this clonal expression. Dark-plum flavors consume the concentrated palate.,2020-02-25,2020-02-26,2020-07-01,challen-2017-peake-ranch-calera-clone-pinot-noir-sta-rita-hills
Chalk Hill 2017 Estate Bottled Pinot Noir (Russian River Valley),Chalk Hill,Foley Family Wines,2017,wine,Red,Pinot Noir,0.1490,750 ml,6000,USA,California,Russian River Valley,Estate Bottled,48,90,V.B.,"Bright waves of strawberry, cranberry and pomegranate make an immediate impression in this robust, full-bodied wine. Accents of forest floor and baking spice add to the mix of complex flavor and texture.",2020-02-05,2020-01-20,2020-07-01,chalk-hill-2017-estate-bottled-pinot-noir-russian-river-valley
Center of Effort 2017 Prova 612017 Pinot Noir (Edna Valley),Center of Effort,Center of Effort,2017,wine,Red,Pinot Noir,0.1390,750 ml,100,USA,California,Edna Valley,Prova 612017,80,91,M.K.,"There's a prominent amount of oak on this single-block, single-clone bottling, leading to aromas of roasted wood and smoke alongside hibiscus and cranberry. Oak-roasted strawberry flavors meet with a penetrating acidity on the palate.",2020-02-03,2020-02-06,2020-07-01,center-of-effort-2017-prova-612017-pinot-noir-edna-valley
Center of Effort 2017 Effort Pinot Noir (Edna Valley),Center of Effort,Center of Effort,2017,wine,Red,Pinot Noir,0.1380,750 ml,544,USA,California,Edna Valley,Effort,35,91,M.K.,"Dark and intense aromas of candied cherry and boysenberry are lifted by pinches of sage, thyme and wood spice on the nose of this bottling. There is a black-raspberry snap to the sip, where more wild chaparral herbs add nuance.",2020-01-21,2020-01-24,2020-05-01,center-of-effort-2017-effort-pinot-noir-edna-valley
Cellars 33 2017 Hummingbird Hill Pinot Noir (Sonoma Coast),Cellars 33,Cellars 33,2017,wine,Red,Pinot Noir,0.1410,750 ml,150,USA,California,Sonoma Coast,Hummingbird Hill,52,94,V.B.,"From a site near Taylor Mountain on the outskirts of the Petaluma Gap appellation, this red is light in color and delicate in a floral aroma. Earthy elements of sage and black tea underlie crisp, elegant flavors of cherry, pomegranate and blood orange. A lasting finish of baking spice caps it off.",2019-11-02,2019-11-20,2020-03-01,cellars-33-2017-hummingbird-hill-pinot-noir-sonoma-coast
Cellars 33 2017 Pinot Noir (Sonoma Coast),Cellars 33,Cellars 33,2017,wine,Red,Pinot Noir,0.1380,750 ml,200,USA,California,Sonoma Coast,,35,90,V.B.,"Pungently earthy in compost and black tea, this wine is richly layered, with juicy, complementary flavors of boysenberry and black cherry. From two sites along opposite sides of the appellation, it combines power with stemmy tension and grace.",2019-11-16,2019-11-20,2020-04-01,cellars-33-2017-pinot-noir-sonoma-coast
Cebada 2017 Pinot Noir (Santa Ynez Valley),Cebada,Cebada Vineyard,2017,wine,Red,Pinot Noir,0.1250,750 ml,185,USA,California,Santa Ynez Valley,,39,89,M.K.,"Dark cherry aromas meet with dried oregano, thyme and tangy plum-skin aromas on the nose of this bottling. Roasted plum and dark-berry flavors meet with dried garden herbs on the palate, which is pleasantly tangy and wrapped in a taut structure.",2020-03-12,2020-03-25,2020-08-01,cebada-2017-pinot-noir-santa-ynez-valley-pinot-noir
Cebada 2017 Cuvée Pinot Noir (Santa Ynez Valley),Cebada,Cebada Vineyard,2017,wine,Red,Pinot Noir,0.1250,750 ml,95,USA,California,Santa Ynez Valley,Cuvée,48,91,M.K.,"A heady mix of tangy black plum, rust and garam masala spice shows on the nose of this bottling. There's fresh but dark boysenberry fruit on the palate alongside violet and rose petals, finishing on an ample baking-spice note.",2020-03-14,2020-03-25,2020-08-01,cebada-2017-cuvee-pinot-noir-santa-ynez-valley
Castello di Amorosa 2017 Three Arrows Ranch Pinot Noir (Green Valley),Castello di Amorosa,Castello di Amorosa,2017,wine,Red,Pinot Noir,0.1360,750 ml,1020,USA,California,Green Valley,Three Arrows Ranch,75,90,V.B.,"Gamy elements of deli meat and tight, potent tannins mark this wine, which is elegantly restrained in style. Tangy cranberry, strawberry and orange flavors emphasize its overall brightness and lasting notes of dried herb.",2020-04-02,2020-01-29,2020-09-01,castello-di-amorosa-2017-three-arrows-ranch-pinot-noir-green-valley
Castello di Amorosa 2017 Terra De Promissio Pinot Noir (Sonoma Coast),Castello di Amorosa,Castello di Amorosa,2017,wine,Red,Pinot Noir,0.1450,750 ml,635,USA,California,Sonoma Coast,Terra De Promissio,75,89,V.B.,"Earth, tea and mushroom flavors meet a thick, woody center of pomegranate and citrus peel in this full-bodied, ripe and rich wine. A touch of bright, buzzy acidity keeps it relatively balanced and fresh.",2020-02-10,2020-01-29,2020-07-01,castello-di-amorosa-2017-terra-de-promissio-pinot-noir-sonoma-coast
Castello di Amorosa 2017 Morning Dew Ranch Pinot Noir (Anderson Valley),Castello di Amorosa,Castello di Amorosa,2017,wine,Red,Pinot Noir,0.1340,750 ml,909,USA,California,Anderson Valley,Morning Dew Ranch,75,94,J.G.,"Tempting fruit flavors run deep and long in this full-bodied, focused and concentrated wine made from a vineyard established by Burt Williams of Williams Selyem. Black cherry and rhubarb ring clear as a bell while subtle clove, ginger and cinnamon add complexity. A mouthfilling texture and lingering finish complete the picture.",2020-01-07,2020-01-04,2020-05-01,castello-di-amorosa-2017-morning-dew-ranch-pinot-noir-anderson-valley
Carucci 2017 Greengate Vineyard Pinot Noir (Edna Valley),Carucci,Carucci Wines,2017,wine,Red,Pinot Noir,0.1380,750 ml,180,USA,California,Edna Valley,Greengate Vineyard,39,92,M.K.,"Elegant aromas of violet and lilac greet the nose on this bottling and then come deeper, heartier touches of mulberry, exotic plum and fennel pollen. There is a fresh zip to the sip, where alpine strawberry, tangerine rind, dried herb and floral flavors all sing together, though may need another year in bottle to find true harmony.",2019-10-19,2019-10-30,2020-03-01,carucci-2017-greengate-vineyard-pinot-noir-edna-valley
Cartograph 2017 Pinot Noir (Russian River Valley),Cartograph,Cartograph,2017,wine,Red,Pinot Noir,0.1390,750 ml,735,USA,California,Russian River Valley,,48,92,V.B.,"This vineyard blend from the Cartograph estate and other sites is textured, complex, spicy and herbal. It is light bodied in style, with elegant, silky tannins and shows bright acidity alongside flavors of rhubarb, pomegranate and red cherry.",2019-10-11,2019-10-20,2020-09-01,cartograph-2017-pinot-noir-russian-river-valley
Carmel Road 2017 Pinot Noir (Monterey),Carmel Road,Carmel Road,2017,wine,Red,Pinot Noir,0.1350,750 ml,40000,USA,California,Monterey,,25,88,M.K.,"Dried cherry, leather and baked earth aromas arise on the nose of this widely available, fairly priced bottling. There are earthy tones to the palate as well, where dried meat flavors meet with soft cherry and strawberry tones.",2019-12-22,2019-12-31,2020-05-01,carmel-road-2017-pinot-noir-monterey
Caraccioli 2017 Escolle Vineyard Pinot Noir (Santa Lucia Highlands),Caraccioli,Caraccioli Cellars,2017,wine,Red,Pinot Noir,0.1325,750 ml,634,USA,California,Santa Lucia Highlands,Escolle Vineyard,50,91,M.K.,"Slightly leathery and rustic aromas of dark cherry, turned earth and dried herbs show on the nose of this bottling. A compelling texture carries herbal flavors of dried thyme and marjoram, which decorate the tangy plum-fruit core.",2020-03-20,2020-03-25,2020-08-01,caraccioli-2017-escolle-vineyard-pinot-noir-santa-lucia-highlands
Cambria 2017 Barbara's Clone 667 Pinot Noir (Santa Maria Valley),Cambria,Jackson Family Wines,2017,wine,Red,Pinot Noir,0.1440,750 ml,300,USA,California,Santa Maria Valley,Barbara's Clone 667,80,91,M.K.,"Black-plum, rose-petal and violet aromas converge on the nose of this clonal selection from a historic vineyard. There's an earthy array to the sip, where leathery and loamy flavors meet with tart cranberry tones.",2020-03-05,2020-03-12,2020-07-01,cambria-2017-barbaras-clone-667-pinot-noir-santa-maria-valley
Cambria 2017 Julia's Vineyard Pinot Noir (Santa Maria Valley),Cambria,Jackson Family Wines,2017,wine,Red,Pinot Noir,0.1420,750 ml,10000,USA,California,Santa Maria Valley,Julia's Vineyard,25,94,M.K.,"This excellent Pinot offers aromas of dried cherry, toasted sage and roasted strawberry that lead into a palate that's snappy and light, yet with tons of weighty stuffing. Flavors of bright raspberry and wild thyme lead into a vanilla-kissed finish.",2020-03-04,2020-03-05,2020-07-01,cambria-2017-julias-vineyard-pinot-noir-santa-maria-valley
Cambria 2017 Julia's Vineyard Signature Collection Pinot Noir (Santa Maria Valley),Cambria,Jackson Family Wines,2017,wine,Red,Pinot Noir,0.1480,750 ml,300,USA,California,Santa Maria Valley,Julia's Vineyard Signature Collection,80,92,M.K.,"Tangy red-cherry and plum-skin aromas are leveled by slight hickory smoke and a pinch of wild herbs on the nose of this top-tier bottling from a large estate winery. The plummy flavors of the palate are cut by green peppercorns, which provide an almost extreme level of spice.",2020-02-25,2020-02-26,2020-07-01,cambria-2017-julias-vineyard-signature-collection-pinot-noir-santa-maria-valley
Calera 2017 de Villiers Vineyard Pinot Noir (Mt. Harlan),Calera,JAM PR,2017,wine,Red,Pinot Noir,0.1460,750 ml,1400,USA,California,Mt. Harlan,de Villiers Vineyard,75,92,M.K.,"Roasted boysenberry, crushed stone, baked earth and a slight plum-skin tang show on the nose of this bottling from vines planted in 1996. There's a warm-weather sense on the palate, where cooked berry flavors dominate, yet the acid and rocky tension keep it complex and intense.",2020-06-11,2020-06-26,2020-11-01,calera-2017-de-villiers-vineyard-pinot-noir-mt-harlan
Calera 2017 Jensen Vineyard Pinot Noir (Mt. Harlan),Calera,JAM PR,2017,wine,Red,Pinot Noir,0.1450,750 ml,1400,USA,California,Mt. Harlan,Jensen Vineyard,75,91,M.K.,"Shy aromas of black plum, mace and rusty earth show on the nose of this bottling. Dried cherry and cranberry flavors meet with dried mushroom on the palate, which is elegant while mellow.",2020-06-06,2020-06-24,2020-11-01,calera-2017-jensen-vineyard-pinot-noir-mt-harlan
Calera 2017 Muns Vineyard Pinot Noir (Santa Cruz Mountains),Calera,JAM PR,2017,wine,Red,Pinot Noir,0.1480,750 ml,250,USA,California,Santa Cruz Mountains,Muns Vineyard,48,93,M.K.,"It's rare for this historic winery to produce a single-vineyard expression from beyond the estate, but this bottling is a good argument for doing more. The rugged nose starts smoked cranberry, orange-rind and oak aromas, leading into a tense palate of sandalwood, strawberry, rusty earth and baking spice.",2020-06-04,2020-06-24,2020-11-01,calera-2017-muns-vineyard-pinot-noir-santa-cruz-mountains
Calera 2017 Reed Vineyard Pinot Noir (Mt. Harlan),Calera,JAM PR,2017,wine,Red,Pinot Noir,0.1440,750 ml,1400,USA,California,Mt. Harlan,Reed Vineyard,75,94,M.K.,"There's a stunning purity of intense Bing cherry fruit that hits the nose first on this bottling, and then the region's expected waves of wild sage, dank forest herbs and spicy peppercorn converge as well. Black sage oil makes for a sappy palate, which surrounds a cranberry and pomegranate core.",2020-06-02,2020-06-16,2020-11-01,calera-2017-reed-vineyard-pinot-noir-mt-harlan
Calera 2017 Pinot Noir (Central Coast),Calera,JAM PR,2017,wine,Red,Pinot Noir,0.1450,750 ml,20000,USA,California,Central Coast,,30,93,M.K.,"This blend from sites across the Central Coast carries all the expert hallmarks of the brand, from ripe fruit to earthy spice. Tightly wound aromas of pomegranate, berry, soil and star anise lead into a crisp yet savory palate of raspberry and deep cherry. Pinches of dried sage and thyme linger on the finish.",2019-12-05,2019-12-11,2020-05-01,calera-2017-pinot-noir-central-coast
Cabana Wines 2017 Pinot Noir (California),Cabana Wines,Cabana Wines,2017,wine,Red,Pinot Noir,0.1400,750 ml,1400,USA,California,California,,25,87,J.G.,"This smooth wine coats ripe plum and cherry flavors with a butter and vanilla overlay. Soft and almost-sweet in mouthfeel, the wine feels full bodied and low in acidity.",2019-10-21,2019-10-06,2020-03-01,cabana-wines-2017-pinot-noir-california
Bydand 2017 Umino Vineyard Pinot Noir (Russian River Valley),Bydand,Bydand Wines,2017,wine,Red,Pinot Noir,0.1440,750 ml,250,USA,California,Russian River Valley,Umino Vineyard,58,92,V.B.,"Dark and rich in blackberry and cherry, this wine is lightly dusted in cardamom and cinnamon, with bold intensity and lasting richness. The site shows through in its elegance and power.",2020-07-21,2020-06-29,2020-12-01,bydand-2017-umino-vineyard-pinot-noir-russian-river-valley
Bydand 2017 Pinot Noir (Sonoma Coast),Bydand,Bydand Wines,2017,wine,Red,Pinot Noir,0.1420,750 ml,315,USA,California,Sonoma Coast,,48,90,V.B.,"Earthy in black tea, forest floor and clove, this appellation wine has a sublime texture, balanced weight and lasting heat.",2020-07-21,2020-06-29,2020-12-01,bydand-2017-pinot-noir-sonoma-coast
Bucher 2017 Opa's Block Bucher Vineyard Pinot Noir (Russian River Valley),Bucher,Bucher Vineyard,2017,wine,Red,Pinot Noir,0.1310,750 ml,42,USA,California,Russian River Valley,Opa's Block Bucher Vineyard,75,90,V.B.,"Only a tiny amount of this block-designate was made, the wine showing delicate, nuanced notes of earthy black tea and tobacco. The savory components mesh well against the fruity blueberry and dark cherry, finishing silky smooth and spiced in nutmeg.",2020-06-08,2020-06-12,2020-11-01,bucher-2017-opas-block-bucher-vineyard-pinot-noir-russian-river-valley
Bucher 2017 Bucher Vineyard Pommard Clone Pinot Noir (Russian River Valley),Bucher,Bucher Vineyard,2017,wine,Red,Pinot Noir,0.1470,750 ml,140,USA,California,Russian River Valley,Bucher Vineyard Pommard Clone,55,90,V.B.,"Rich and round in juicy black cherry and strawberry, this full-bodied wine is concentrated and intense, with complex layers of baking spice and clove. The oak is supportive, accentuating elements of vanilla and cola.",2020-06-01,2020-06-10,2020-11-01,bucher-2017-bucher-vineyard-pommard-clone-pinot-noir-russian-river-valley
Bruliam 2017 Sangiacomo Roberts Road Pinot Noir (Petaluma Gap),Bruliam,Bruliam Wines,2017,wine,Red,Pinot Noir,0.1370,750 ml,220,USA,California,Petaluma Gap,Sangiacomo Roberts Road,55,90,V.B.,"Earthy black tea coats a core of supple tannin and fresh acidity in this well-made, light-bodied wine from the cool site. Forest-floor notes ride alongside dark brooding black-cherry and strawberry fruit that presents delicately and with length.",2020-08-01,2020-08-12,2020-12-01,bruliam-2017-sangiacomo-roberts-road-pinot-noir-petaluma-gap
Bruliam 2017 Soberanes Vineyard Pinot Noir (Santa Lucia Highlands),Bruliam,Bruliam Wines,2017,wine,Red,Pinot Noir,0.1420,750 ml,210,USA,California,Santa Lucia Highlands,Soberanes Vineyard,55,94,M.K.,"Baked black raspberry, rose petals tea leaves, smoked sage and a hint of blood show on the complex nose of this bottling. It lands with weight and chalky texture on the palate, which is full of roasted plum and sagebrush flavors, leading into a finish wrapped in sizzling acidity and vanilla-cookie spice.",2020-07-29,2020-07-31,2020-12-01,bruliam-2017-soberanes-vineyard-pinot-noir-santa-lucia-highlands
Bruliam 2017 Gap's Crown Vineyard Pinot Noir (Petaluma Gap),Bruliam,Bruliam Wines,2017,wine,Red,Pinot Noir,0.1460,750 ml,200,USA,California,Petaluma Gap,Gap's Crown Vineyard,65,91,V.B.,"Earthy in tea, rhubarb and dark cherry, this is a rich and full-bodied explosion of flavor that sizzles in acidity and racy energy. The oak and tannin are well behaved and integrated, with woody after effects of forest floor.",2020-07-01,2020-07-08,2020-11-01,bruliam-2017-gaps-crown-vineyard-pinot-noir-petaluma-gap
Bridlewood 2017 Reserve Pinot Noir (Sta. Rita Hills),Bridlewood,E. & J. Gallo,2017,wine,Red,Pinot Noir,0.1450,750 ml,427,USA,California,Sta. Rita Hills,Reserve,50,90,M.K.,"Rich black cherry, macerated plums and crème brûlée aromas invite the nose into this richer expression of Pinot Noir. The palate takes that dark fruit and throws in cappuccino foam and toasty oak, bringing a pleasant hint of power to the sip.",2019-09-17,2019-09-20,2020-09-01,bridlewood-2017-reserve-pinot-noir-sta-rita-hills
Brick Barn 2017 Pinot Noir (Santa Ynez Valley),Brick Barn,Brick Barn,2017,wine,Red,Pinot Noir,0.1410,750 ml,0,USA,California,Santa Ynez Valley,,45,88,M.K.,"Quite light in the glass, this bottling offers mild raspberry and mint aromas on the nose. There's a sizzle of acidity on the sip as well as crunchy cranberry and potpourri flavors.",2020-06-01,2020-06-16,2020-11-01,brick-barn-2017-pinot-noir-santa-ynez-valley
Brassfield 2017 Pinot Noir (High Valley),Brassfield,Brassfield Estate Vineyard,2017,wine,Red,Pinot Noir,0.1440,750 ml,2974,USA,California,High Valley,,25,89,J.G.,"Very smooth and supple, this full-bodied wine combines warm baking-spice aromas with black-cherry and mulled plum flavors. It is full bodied and firmed up slightly by light tannins.",2020-04-16,2020-04-15,2020-09-01,brassfield-2017-pinot-noir-high-valley-pinot-noir
Bouchaine 2017 Dijon Clone Pinot Noir (Carneros),Bouchaine,Bouchaine Vineyards,2017,wine,Red,Pinot Noir,0.1440,750 ml,0,USA,California,Carneros,Dijon Clone,65,91,V.B.,"Silky and earthy, this wine starts off as relatively reserved, taking some time to open. Generous tannins present around layers of dark cherry and black tea.",2020-08-01,2020-08-12,2020-12-01,bouchaine-2017-dijon-clone-pinot-noir-carneros
Boheme 2017 Occidental Hills Pinot Noir (Sonoma Coast),Boheme,Boheme,2017,wine,Red,Pinot Noir,0.1390,750 ml,261,USA,California,Sonoma Coast,Occidental Hills,55,90,V.B.,Dense tannins gird a robust core of toasted oak and black tea in this coastal wine. Sturdy elements of forest floor and clove complement wild strawberry and raspberry flavors and reach a cohesive whole.,2020-08-25,2020-08-31,2020-12-31,boheme-2017-occidental-hills-pinot-noir-sonoma-coast
Boheme 2017 English Hill Vineyard Pinot Noir (Sonoma Coast),Boheme,Boheme,2017,wine,Red,Pinot Noir,0.1410,750 ml,422,USA,California,Sonoma Coast,English Hill Vineyard,55,92,V.B.,"Rose-petal-potpourri aromas lead to a palate of baked plum, dried currant and white pepper in this vineyard-designate from the coast. Racy acidity boosts the balanced richness and concentration, finishing in toasted oak and black tea.",2020-08-25,2020-08-31,2020-12-31,boheme-2017-english-hill-vineyard-pinot-noir-sonoma-coast
Boheme 2017 Taylor Ridge Vineyard Pinot Noir (Sonoma Coast),Boheme,Boheme,2017,wine,Red,Pinot Noir,0.1370,750 ml,223,USA,California,Sonoma Coast,Taylor Ridge Vineyard,55,92,V.B.,"Herbal and evocative of forest floor and bay, this is a juicy and well-structured wine, made in small amounts from a coastal site. Rhubarb, pomegranate and strawberry flavors mingle around a core of bright acidity and grippy texture, with a saline edge.",2020-08-25,2020-08-31,2020-12-31,boheme-2017-taylor-ridge-vineyard-pinot-noir-sonoma-coast
Bogle 2017 Pinot Noir (California),Bogle,Bogle Vineyards,2017,wine,Red,Pinot Noir,0.1450,750 ml,93100,USA,California,California,,12,91,J.G.,"Seductive and spicy, this full-bodied, abundantly flavorful wine combines ripe black fruits with attractive wood smoke, clove and anise nuances. It's mouthfilling and rich, but well balanced by acidity and light tannins.",2020-05-12,2020-05-08,2020-10-01,bogle-2017-pinot-noir-california
Böen 2017 Pinot Noir (Santa Maria Valley),Böen,Copper Cane,2017,wine,Red,Pinot Noir,0.1490,750 ml,4350,USA,California,Santa Maria Valley,,35,92,M.K.,"A rich boysenberry-pie aroma is complemented by licorice, caramel, cinnamon and cream on the nose of this ripe Pinot Noir by Joseph Wagner. Candied blackberry, clove and star anise show on the thick palate, which is more about power than finesse.",2019-10-12,2019-10-28,2020-09-01,boen-2017-pinot-noir-santa-maria-valley
Böen 2017 Pinot Noir (Santa Lucia Highlands),Böen,Copper Cane,2017,wine,Red,Pinot Noir,0.1470,750 ml,3200,USA,California,Santa Lucia Highlands,,35,88,M.K.,"Quite dark in the glass, this bottling is extremely rich and heavy, starting with aromas of black cherry, caramel, gingerbread and waffle cone. It's thick and jammy on the palate, with tangy black cherry and powerful licorice spice.",2019-10-19,2019-10-28,2020-03-01,boen-2017-pinot-noir-santa-lucia-highlands
Boekenoogen 2017 3 Clone Pinot Noir (Santa Lucia Highlands),Boekenoogen,Boekenoogen Vineyards & Winery,2017,wine,Red,Pinot Noir,0.1430,750 ml,1016,USA,California,Santa Lucia Highlands,3 Clone,56,92,M.K.,"Ripe black cherries, vanilla, clove, crushed slate and oak show on the nose of this bottling. There is flashy acid on the sip, where black-plum-skin, snappy pomegranate and white-pepper flavors make for a refreshing yet layered experience.",2019-09-21,2019-09-24,2020-09-01,boekenoogen-2017-3-clone-pinot-noir-santa-lucia-highlands
Blue Farm 2017 Anne Katherina Farmhouse Estate Farmed Pinot Noir (Carneros),Blue Farm,Blue Farm,2017,wine,Red,Pinot Noir,0.1430,750 ml,101,USA,California,Carneros,Anne Katherina Farmhouse Estate Farmed,95,93,V.B.,"Beautifully crafted and layered in delicate red fruit, this estate wine is light in nutmeg, sage and dried herb, a savory landscape against which silky tannins adhere. Rose-petal aromas last throughout, underscoring its beguiling nature.",2020-04-24,2020-05-01,2020-09-01,blue-farm-2017-anne-katherina-farmhouse-estate-farmed-pinot-noir-carneros
Blue Farm 2017 1861 Vineyard Estate Farmed Pinot Noir (Sonoma Valley),Blue Farm,Blue Farm,2017,wine,Red,Pinot Noir,0.1450,750 ml,49,USA,California,Sonoma Valley,1861 Vineyard Estate Farmed,95,95,V.B.,"With plenty of influence from the San Pablo Bay at 1,000-feet-elevation, this site contributes high-toned acidity to the wine as well as a persistence of savory forest floor, allspice and white pepper. With substantial weight and concentration, it unwinds slowly in the glass, offering crunchy red fruit along the way.",2020-05-07,2020-04-02,2020-10-01,blue-farm-2017-1861-vineyard-estate-farmed-pinot-noir-sonoma-valley
Blue Farm 2017 King Ridge Vineyard Estate Farmed Pinot Noir (Fort Ross-Seaview),Blue Farm,Blue Farm,2017,wine,Red,Pinot Noir,0.1480,750 ml,141,USA,California,Fort Ross-Seaview,King Ridge Vineyard Estate Farmed,85,95,V.B.,"From high-elevation slopes overlooking the ocean, this powerhouse wine is intensely built and structured for aging. Youthful tannins offer fistfuls of grip, providing a foundation for dense tones of black cherry, earth and black tea. Enjoy from 2027–2030.",2020-05-07,2020-04-02,2020-10-01,blue-farm-2017-king-ridge-vineyard-estate-farmed-pinot-noir-fort-ross-seaview
Blue Farm 2017 Anne Katherina Vineyard Estate Farmed Pinot Noir (Carneros),Blue Farm,Blue Farm,2017,wine,Red,Pinot Noir,0.1480,750 ml,366,USA,California,Carneros,Anne Katherina Vineyard Estate Farmed,65,95,V.B.,"Tangy berry fruit is laced in black tea, earth and lifted acidity in this stellar wine, the personal project of Anne Moller-Racke, who long ran Donum Estate. It is intensely full in feel and youthfully tannic, offering a wall of defined structure. This will do well over time, so enjoy from 2025–2030.",2020-04-02,2020-04-02,2020-09-01,blue-farm-2017-anne-katherina-vineyard-estate-farmed-pinot-noir-carneros
Bliss 2017 Estate Bottled Pinot Noir (Mendocino),Bliss,Brutocao Cellars,2017,wine,Red,Pinot Noir,0.1350,750 ml,5300,USA,California,Mendocino,Estate Bottled,18,88,J.G.,"This wine is not openly fruity, but firm-textured and appetizing, offering moderate tannins and good acidity that frame modest black-cherry and plum flavors. These begin to open with a little time in the glass.",2020-01-07,2020-01-06,2020-05-01,bliss-2017-estate-bottled-pinot-noir-mendocino
